"year","school","theme","lyrics","score"
2004,"Acadêmicos do Grande Rio","Vamos vestir a camisinha, meu amor!","A luz do sol
Brilhou se separou da lua
O primeiro homem vai surgir
Provando das delícias do jardim
Colorindo o paraíso
Eu vi o charme e o sorriso da mulher
Meu bem lições de amor
O povo do Oriente ensinou
No Éden, a maldade da serpente, assombrou
Seu veneno pelo mundo se espalhou
 
Mata essa vontade louca, me beija na boca
Faz meu sonho real
Mas se quiser me ver e ter prazer carnal
É bom se proteger do mal
 
Na busca de um novo amanhecer
As ONGs dirão preservar é viver
Fique sabendo, amar é cuidar
Tem cheiro de amor no ar (eu vou)
Eu vou brincar, curtir, vou sacudir essa cidade
GLS, adolescentes, gente da melhor idade
Num grito de liberdade
Saúde e vigor quero ter pra ver
O milagre da vida acontecer
 
Se a Grande Rio chamou, eu vou
Se o assunto é coisa de pele, eu to
Por isso bota a camisinha bota meu amor
Foi o Velho Guerreiro quem mandou","highest"
2004,"Unidos do Porto da Pedra","Sou Tigre, sou Porto, da pedra à internet: o mensageiro na história da vida do leva e traz","Eu sou o Tigre e me embalei nesta viagem
Vem, amor
Você é meu Porto, da Pedra te enviei
A mensagem que agora vou revelar
Esta história que é nossa e também da humanidade
Sinalizando os meus versos volto onde tudo começou
Eu fui a voz de antigas civilizações
Fui escrita em argila, em pedra, modelo de papel
Andei, andei, andei em bigas milenares 
Em Cursos Publicus comuniquei
Eu vou voar, vou levar pra lá)
E trazer pra cá, em poesia)
Senhores e brasões engalanados)  BIS
Vão conquistar seu coração nesta folia)
Terra à vista!
Com tanto verde na beleza me inspirei
Num poema de Caminha revelei a Portugal
A descoberta de um paraíso tropical
No sorriso largo de um moleque, fui recado
O escravo me serviu
Num grito forte anunciei a liberdade do Brasil
Sou popular onde quer que eu vá
Estou na terra, tô no água, tô no ar
Estou na boa, antenado, é carnaval.
Sou mensageiro, tô no mundo digital
Alegria! Estou na rede, vou pro espaço sideral)
Sou Porto da Pedra, levando emoção)  BIS
Deixando um beijo no seu coração)","lowest"
2004,"Tradição","Contos de Areia","Bahia é um encanto a mais
Visão de aquarela
E no ABC dos orixás
Oranian é Paulo da Portela
Um mundo azul e branco
O Deus negro fez nascer
Paulo Benjamim de Oliveira
Fez esse mundo crescer
Okê, okê Oxossi
Faz nossa gente sambar
Okê, okê Natal
Portela é canto no ar
Jogo feito, banca forte
Qual foi o bicho que deu ?
Deu Águia, símbolo da sorte
Pois vintes vezes venceu
É cheiro de mato
É terra molhada 
É Clara Guerreira 
Lá vem trovoada
Epa-hei! Iansã Epa-hei!
Na ginga do estandarte
Portela derrama arte
Neste enredo sem igual
Faz da vida poesia
E canta sua alegria
Em tempo de carnaval","highest"
2004,"Caprichosos de Pilares","Xuxa e seu reino encantado no carnaval da imaginação","Pilares é festa... já tô
No reino encantado... amor
A lua à brilhar... sonho de cristal...
Xuxa, ""Caprixosos""... Carnaval...
O meu coração tá radiante de alegria
Em Santa Rosa,
O ""cara lá de cima"" fez nascer a flor
E o mágico destino embalou
Lindos sonhos da menina
A princesa o mundo consagrou
Na modelo ideal
O baixinho sorriu, a rainha surgiu
Em uma nave espacial
Se a vida é um ""xou"",)
Tá no ar a magia de viver)
Tira o pé do chão,)  BIS
Hoje tem alegria, pra valer)
Ah! O filme passa e vem a emoção
É missão perceber
A criança é o amanhã...
Mente sã... é só querer...
Fazer da paz fonte de energia
Se vestir de azul e branco, ""caprixar""
Na fantasia
Batam palmas, ela já chegou)
Em meu coração um ""X"" marcou)  BIS
Xuxa, eu te amo, eu te amo, meu amor)","lowest"
2004,"São Clemente","Boi voador sobre o Recife: cordel da galhofa nacional","A cobra vai fumar
De além mar, ao mar de lama
Gostoso é pecar, se lambuzar no mel da cana
Índias que não estão no mapa
Na boquinha da garrafa, cheias de amor prá dar
O tal batavo começou avacalhar
E como brasileiro gosta de uma obra
Nassau fez até de sobra
Mascarando o leão, do norte lugarejo sem saúde
Onde a maior virtude era viver de armação
Macunaíma, anti-herói idolatrado
Aqui tudo foi tramado, pra virar esculhambação
Todo mundo pelado, beleza pura)
Todo mundo pelado, mas que loucura)
Ninguém segura a perereca da vizinha)  BIS
É um barato a Buzina do Chacrinha)
Era a corte um rebú
Se ouviu o sururú, vai prá ponte que o partiu
Com o laranja individado
O pedágio foi cobrado, o primeiro do Brasil
O boi voou, começou a robalheira
A galhofa, a bandalheira, pra chacota nacional
Mas tira o olho, ninguém tasca eu vi primeiro
Tem muito boi brasileiro pra comer nesse quintal
Onde a zorra vai parar)
Eu tô sofrendo mas eu gozo no final)
A São Clemente faz a gente acreditar)  BIS
Que no Brasil o que é sério é carnaval)","lowest"
2005,"Beija-Flor de Nilópolis","O vento corta as terras dos Pampas. Em nome do Pai, do Filho e do Espírito Guarani, sete povos na fé e na dor... Sete missões de amor","Clareou...
Anunciando um novo dia
Clareou...
Abençoada estrela guia
Traz do céu a luz menino
Em mensagem do divino
Unir as raças pelo amor fraternizar
A companhia de Jesus
Restaura a fé e a paz faz semear
Os jesuítas vieram de além mar
Com a força da fé catequizar... e civilizar
 
Na liberdade dos campos e aldeias
Em lua cheia, canta e dança o guarani
Com tubichá e o feitiço de crué
Na ""yvy maraey"" aiê...povo de fé
 
Surgiu
Nas mãos da redução a evolução
Oásis para a vida em comunhão
O paraíso
Santuário de riquezas naturais
Onde ergueram monumentos
Imensas catedrais
Mas a ganância
Alimentada nos palácios de Madri
Com o tratado assinado
A traição estava ali
Oh, pai, olhai por nós!
Ouvi a voz desse missioneiro
O vento cortando os pampas
Dobrando a esperança
Nesse rincão brasileiro
 
Em nome do pai, do filho
A Beija-flor é guarani
Sete povos na fé e na dor
Sete missões de amor","highest"
2005,"Unidos da Tijuca","Entrou por um lado, saiu pelo outro... Quem quiser que invente outro!","Abro os portais da imaginação 
Toda fantasia hoje é real 
Me entrego ao delírio, luz, inspiração Carnaval... 
A mente leva a locais surpreendentes 
Na inocência, sou criança novamente 
Com a Tijuca... 
Viajo nessa emoção 
Me torno aventureiro da ilusão 
 
E desejo desvendar 
Misteriosas civilizações 
Cidades perdidas encontrar 
Tesouros atraíram gerações
 
Quando se abrem as portas do medo
Bruxarias, vampiros, fantasmas da vida 
Abraço a paz, me elevo à beleza 
Purificar a alma é a saída 
O homem pensou 
Que o planeta era somente seu
Pro futuro ele projetou
Dominar a natureza que um dia o acolheu 
Alerta pro mundo atual Imagem, terror irreal
Humanos dominado pelo mal 
 
Entrei por um lado, saí pelo outro a cantar
E quem quiser invente outro lugar
O meu paraíso, local mais perfeito não há
Faço do Borel a Shangri-Lá","highest"
2005,"Acadêmicos do Grande Rio","Alimentar o corpo e a alma faz bem!","Oh! Mãe terra generosa, solo fértil abençoado
De onde brotam riquezas nosso alimento sagrado
Imenso Brasil da mistura, culinária que fascina
Moça que tempero saboroso
Preparado bem no clima
Se alimentar pro corpo é fundamental
Lá no ninho tem sabor especial
Se há comemoração vamos confraternizar
Comer se torna um ritual
Prepare a mesa nesse carnaval
 
Beleza a me seduzir
Aroma pra me revelar
Alimentando o meu prazer
Dá gosto no meu paladar
 
A força que tem entre a terra e o céu vem da fé 
Se a vida imita a arte, diversão faz parte
Enriquece o meu saber
Eu só quero ser feliz
Dividir o pão com meu irmão
Por que será, que uns têm muito e outros não?
Abaixo a discriminação
O povo pede paz e união
 
A mensagem de paz Grande Rio nos traz
A verdade da vida, o prazer de viver
Alimentar o corpo e a alma faz bem, meu bem querer!","highest"
2005,"Imperatriz Leopoldinense","Uma delirante confusão fabulística","Era uma vez... 
E um sorriso de criança faz agente acreditar...
Era uma vez... 
Em um mundo encantado, se prepare pra sonhar... 
Contos de fadas, rainhas e reis... 
Roupas que o povo não pode enxergar
Os sapatinhos dançando sozinhos 
Um rouxinol a cantar 
Sereia menina, a bailarina... 
Universo criado por um sonhador
E o menino venceu a pobreza 
E fez da arte a linda princesa 
Com quem viveu grande amor 
 
Pega a viola o repentista
Conta em versos que o grande artista
Da Dinamarca voou, foi além
Como um cisne altaneiro
Hans Christian Andersen
 
Foi Monteiro Lobato 
Um mestre de fato da literatura infantil
Histórias escritas com arte
E de todas as partes contou no Brasil
O sítio não tem fronteiras 
Abrindo as porteiras pra imaginação 
Dona Benta recebe encantado 
O povo dos contos de fadas
Numa delirante confusão
 
A turma do sítio apronta
A imperatriz faz de conta
Emília cantando assim:
Vem viajar nessa história
É só dizer pirlimpimpim","highest"
2005,"Acadêmicos do Salgueiro","Do fogo que ilumina a vida, Salgueiro é chama que não se apaga","Salgueiro acende a paixão
É pura emoção... é fogo 
Divina criação que a humanidade adorou 
Chama viva que clareia... clareia... clareia... 
Deixa queimar... que o sangue vai ferver na veia 
Surgiram Deuses, Mitos do imaginário 
Pra alma é purificação 
Ferros, modelagens, tem lendas e dragões 
Rituais de fé, religiões
Fez evoluir a era industrial 
Tem fogo neste carnaval
 
Bota lenha na fogueira... ô iaiá
O sabor do seu tempero... vou provar 
No calor do dia a dia... tem que respeitar
Não brinca com fogo pra não se queimar
 
A chama que arde no peito 
É luz que irradia... amor 
Quem dera que o homem apagasse 
Da mente a maldade e a dor 
Um brilho explode no ar 
A festa vai começar 
O sol traz esperança 
Vitória e confiança 
Do fogo que ilumina a vida 
Vermelho incendeia a Avenida
 
Hoje o fogo da alegria
Alastrou na Academia por inteiro
Vem no show da bateria
Esse fogo que arrepia... é Salgueiro","highest"
2005,"Estação Primeira de Mangueira","Mangueira energiza a avenida. O carnaval é pura energia e a energia é o nosso desafio","Mangueira despontou no infinito 
Uma explosão de cor
Em sua sutileza e dom divino 
O universo Deus criou
Fez a luz, separou da escuridão 
Coloriu de verde e rosa
Toda sua criação
O mundo gira, avança a tecnologia
A ciência faz o homem acreditar
Que a vida é uma fonte de energia, pra sonhar
 
O vento corta o mar
Faz o moinho girar - vem sambar!
Com pensamento de amor, traz alegria no olhar 
Que a energia negativa não vai te pegar
 
O desafio é ciclo da vida 
A água banha e guarda o tesouro desse chão
Da terra vi brotar tanta beleza
Do ventre da mulher uma nação
Mangueira, tu és o ar que eu respiro
O fogo que aquece o meu coração 
A esperança de um novo amanhecer
É reciclar, sobreviver
Se me desafiar, pode contar não vou desistir
Pois a energia é o nosso desafio
E o nosso desafio é aqui
 
A energia do samba
É combustível pro amor, sou Mangueira
Nos braços do povo fazendo fluir
A verde e rosa na Sapucaí","highest"
2005,"Unidos do Porto da Pedra","Carnaval - Festa Profana","O rei mandou
Cair dentro da folia
E lá vou eu, lá vou eu
O sol que brilha
Nessa noite vem a Ilha
Lindo sonho que é só meu
Vem, vem amor
Na poesia, vem rimar sem dor
Na fantasia, vem colorir
Que a vida tem mais cor
Vem na magia
Me beija nesse mar de amor
Vem me abraça mais
Que eu quero é mais
O teu coração
Eu vou tomar um porre de felicidade
Vou sacudir, eu vou zoar 
Toda a cidade
Ê Boi Ápis
Lá no Egito, festa de Ísis
Ê Deus Baco, bebe sem mágoa
Você pensa que esse vinho é água
É primavera
Na Lei de Roma
A alegria é que impera
Oh! Que beleza
Máscara negra
No Baile de Veneza
Ô joga água que é de cheiro 
Confete, serpentina 
Lança perfume no cangote da menina","highest"
2005,"Unidos do Viradouro","A Viradouro é só sorriso!","Numa expressão de amor 
Com meu jeito de encantar 
O divino criador 
Me deu o dom de conquistar 
Ás vezes me entrego por simples prazer
J uízo não nego, até posso perder
Na Grécia brinquei da maneira que quis 
Em Roma fiz o povo mais feliz 
Já fui contido e proibido 
Como um vilão qualquer 
Mas um sonho em mim se realiza
Desvendei em Monalisa 
Os segredos de Molière 
Iluminado eu sou, palhaço do amor
Na bossa da bateria eu vou
E no compasso eu traço a arte, e assim
A vida vai sorrir pra mim 
É mais um dia de graça
Na simpatia do artista 
Aquarelando ele passa 
O bom humor em revista 
Os amigos do sorriso 
Brilham no meu clarear 
É carnaval, oh!
Quanto riso 
Sou criança vou brincar
Eu quero ver você cantar, extravasar 
Quando a cidade-sorriso passar 
Eu quero ver, eu quero ver
Geral gritar, já é, já é 
Na Viradouro eu levo fé","highest"
2005,"Mocidade Independente de Padre Miguel","Buon Mangiare, Mocidade! A arte está na mesa","Buon Mangiare, Mocidade! Amor...
Se a arte tá na mesa, eu tô...
É a trupe independente de Padre Miguel
Brilhou uma estrela lá no céu
 
Abram as cortinas
No palco, toda forma de expressão
Eu agito a massa
Sou arlequim, tempero certo, sedução
Vai o saltimbanco pela rua
E a vida continua
Eh, Paixão! Recheio... lá dos bailes de Veneza 
Quem sou eu? Quem é você?
Vem me dar seu coração 
 
Ô, ô, ô, ô
A ópera vai começar,
Maestros e compositores
A magia está no ar!
 
Sonhar é renascer
O molho... tá na consciência
O homem recriou
Transformando em arte a ciência
O fogo atiçou a terra dos sabores 
A moda em Milão
Mistura de cultura e liberdade
Cobre de liberdade
Essa vida, esse chão
Artistas, descendentes desse traço
""Brasitália"". Aquele abraço! 
Um banquete de união","highest"
2005,"Unidos de Vila Isabel","Singrando em mares bravios... E construindo o futuro","Olokum abre caminhos no mar
Pra minha Vila passar
Depois da tempestade
Branca paz, felicidade, a bonança
O azul retorna ao seu lugar
O povo de Noel singra a história em direção
À arca de Noé que navegou pra salvação
Egito que embarcou, cultura milenar
À fria região, com viking a velejar
A proa da ambição, fez brilhar
 
Caravela leve a Vila, Oriente
O paraíso é aqui, vem descobrir
O feitiço dessa gente
 
Lágrimas corriam no semblante do negro
Oceano de lamento nos tumbeiros
Jangadeiros sobre a bravura de um dragão
Negavam desembarcar a escravidão
Num cisne branco flutua
a luz do almirante em noite de lua
O Barão de Mauá, se fez pioneiro
Na construção naval
Que volta a soprar de cada estaleiro
Ventos da indústria nacional
 
É carnaval um Rio de prazer
Cada turista que chegar vai ver
É linda a Vila balançando nas ondas do mar
Rumo a vitória navegar","highest"
